xuhao,type,content,answer,A,B,C,D,E,F
380,单选题,380.习近平总书记在主持召开国家安全工作座谈会时发表重要讲话，指出要准确把握国家安全形势，牢固树立和认真贯彻总体国家安全观，以人民安全为宗旨，走中国特色国家安全道路，努力开创国家安全工作新局面，为____提供坚实安全保障。国家安全工作归根结底是保障人民利益，要坚持国家安全一切为了人民、一切依靠人民，为____提供坚强保障。,A,中华民族伟大复兴中国梦 群众安居乐业,中国特色社会主义建设 群众安居乐业,群众安居乐业 中华民族伟大复兴中国梦,中国特色社会主义建设 中华民族伟大复兴中国梦,,
381,单选题,381.习近平总书记指出____是国家安全的重要组成部分，是经济平稳健康发展的重要基础。,A,金融安全,经济安全,科技安全,技术安全,,
382,单选题,382.2018年4月，习近平总书记主持召开十九届中央国家安全委员会第一次会议时发表重要讲话，指出全面贯彻落实总体国家安全观，必须坚持统筹发展和安全两件大事；坚持____的有机统一，实现人民安居乐业、党的长期执政、国家长治久安。,B,社会安全、国土安全、经济安全,人民安全、政治安全、国家利益至上,国家安全、国土安全、国民安全,国际安全、国内安全、百姓安全,,
383,单选题,383.党的十八大以来，全面从严治党发生深刻变革。大力推进理想信念教育，开展党的群众路线教育实践活动和____专题教育，推进“两学一做”学习教育常态化制度化。,A,“三严三实”,“八项规定”,“学党章党规，做合格党员”,“学法用法”,,
384,单选题,384.新时代中国特色社会主义思想，明确坚持和发展中国特色社会主义，总任务是____，在全面建成小康社会的基础上，分两步走在本世纪中叶建成富强民主文明和谐美丽的社会主义现代化强国。,B,实现社会主义现代化,实现社会主义现代化和中华民族伟大复兴,实现中华民族伟大复兴,实现富强民主文明和谐美丽,,
385,单选题,385.新时代中国特色社会主义思想，明确新时代我国社会主要矛盾是____之间的矛盾，必须坚持以人民为中心的发展思想，不断促进人的全面发展、全体人民共同富裕。,A,人民日益增长的美好生活需要和不平衡不充分的发展,人民日益增长的美好生活需要和巨大的发展差距,不平衡不充分的发展与人民群众对美好生活追求,巨大的发展差距与人民群众对美好生活追求,,
386,单选题,386.新时代中国特色社会主义思想，明确中国特色社会主义事业总体布局是____、战略布局是____，强调坚定道路自信、理论自信、制度自信、文化自信。,D,“两学一做”“三严三实”,“三严三实”“四个全面”,“四个全面”“五位一体”,“五位一体”“四个全面”,,
387,单选题,387.新时代中国特色社会主义思想，明确全面深化改革总目标是完善和发展中国特色社会主义制度、推进____。,A,国家治理体系和治理能力现代化,共产主义事业,社会主义法治体系现代化,社会主义德治体系现代化,,
388,单选题,388.新时代中国特色社会主义思想，明确全面推进依法治国总目标是____、建设社会主义法治国家。,C,完善社会主义法律体系,完善以宪法为中心的法律体系,建设中国特色社会主义法治体系,建设中国特色社会主义法制体系,,
389,单选题,389.明确中国特色大国外交要推动构建____，推动构建人类命运共同体。,B,和平发展框架,新型国际关系,和平共处国际关系,互利共赢国际关系,,
390,单选题,390.明确中国特色社会主义最本质的特征是中国共产党领导，中国特色社会主义制度的最大优势是____，党是最高政治领导力量，提出新时代党的建设总要求，突出政治建设在党的建设中的重要地位。,A,中国共产党领导,人民当家做主,人民中心,党领导一切,,
391,单选题,1.中国共产党第十九次全国代表大会，是在全面建成小康社会决胜阶段、中国特色社会主义进入____的关键时期召开的一次十分重要的大会。,D,新时期,新阶段,新征程,新时代,,
392,单选题,2.过去五年，经济保持中高速增长，在世界主要国家中名列前茅，国内生产总值从五十四万亿元增长到万____亿元，稳居世界第二，对世界经济增长贡献率超过百分之三十。,C,六十,七十,八十,九十,,
393,单选题,3.脱贫攻坚战取得决定性进展，____贫困人口稳定脱贫，贫困发生率从百分之十点二下降到百分之四以下。,A,六千多万,七千多万,八千多万,九千多万,,
394,单选题,4.实施共建“一带一路”倡议，发起创办亚洲基础设施投资银行，设立丝路基金，举办首届“一带一路”国际合作高峰论坛、亚太经合组织领导人非正式会议、二十国集团领导人____峰会、金砖国家领导人____会晤、亚信峰会。,B,北京 南京,杭州 厦门,南京 北京,厦门 杭州,,
395,单选题,5.____是中国特色社会主义的本质要求和重要保障。,A,全面依法治国,全面从严治党,全面发展经济,全面可持续发展,,
396,单选题,6.必须统筹国内国际两个大局，始终不渝走和平发展道路、奉行____的开放战略。,A,互利共赢,互相合作,包容互信,开放共赢,,
397,单选题,7.建设____是中华民族伟大复兴的基础工程。,C,经济强国,政治强国,教育强国,文化强国,,
398,单选题,8.我们要建设的现代化是人与自然____的现代化。,C,和谐相处,和睦相处,和谐共生,和睦共生,,
399,单选题,9.适应世界新军事革命发展趋势和国家安全需求，提高建设质量和效益，确保到二〇二〇年基本实现____，____建设取得重大进展，____有大的提升。,C,现代化 信息化 战斗能力,机械化 信息化 战斗能力,机械化 信息化 战略能力,现代化 信息化 战略能力,,
400,单选题,10.增强党自我净化能力，根本靠强化____和____。,B,党的自我监督 舆论监督,党的自我监督 群众监督,党的自我监督 司法监督,党的自我监督 民主监督,,
401,单选题,11.我们党的最大政治优势是密切联系群众，党执政后的最大危险是脱离群众。____党同人民群众的联系问题是关系党生死存亡的问题。,A,党风问题,作风问题,民主问题,思想问题,,
402,多选题,1.全党同志一定要永远与人民____，永远把人民对美好生活的向往作为奋斗目标，以永不懈怠的精神状态和一往无前的奋斗姿态，继续朝着实现中华民族伟大复兴的宏伟目标奋勇前进。,ABD,同呼吸,共命运,手牵手,心连心,,
403,多选题,2.过去五年，开放型经济新体制逐步健全，____稳居世界前列。,ABC,对外贸易,对外投资,外汇储备,外汇支出,,
404,多选题,3.科学立法、严格执法、公正司法、全民守法深入推进，____建设相互促进，中国特色社会主义法治体系日益完善，全社会法治观念明显增强。,BCD,法治生活,法治国家,法治政府,法治社会,,
405,多选题,4.引导应对气候变化国际合作，成为全球生态文明建设的重要____。,ABC,参与者,贡献者,引领者,领导者,,
406,多选题,5.出台中央八项规定，严厉整治____，坚决反对特权。,ABCD,形式主义,官僚主义,享乐主义,奢靡之风,个人主义,
407,多选题,6.五年来，我们勇于面对党面临的重大风险考验和党内存在的突出问题，以顽强意志品质正风肃纪、反腐惩恶，消除了党和国家内部存在的严重隐患，党内政治生活气象更新，党内政治生态明显好转，党的____显著增强。,ACD,创造力,创新力,凝聚力,战斗力,,
408,多选题,7.坚持____的要求，开展党的群众路线教育实践活动和“三严三实”专题教育，推进“两学一做”学习教育常态化制度化，全党理想信念更加坚定、党性更加坚强。,ABCD,照镜子,正衣冠,洗洗澡,治治病,,
409,多选题,8.这个新时代，是____。,ABCDE,承前启后、继往开来、在新的历史条件下继续夺取中国特色社会主义伟大胜利的时代,决胜全面建成小康社会、进而全面建设社会主义现代化强国的时代,全国各族人民团结奋斗、不断创造美好生活、逐步实现全体人民共同富裕的时代,全体中华儿女勠力同心、奋力实现中华民族伟大复兴中国梦的时代,我国日益走近世界舞台中央、不断为人类作出更大贡献的时代,
